xcoord,ycoord,iswhite
1.929159579,30.26967822,1
1.605127196,20.72486194,0
36.98940659,27.03426488,0
13.09427028,35.10533693,1
6.370000566,12.24776892,0
26.64242261,16.80854591,0
35.81490316,31.89566808,0
7.48619854,6.069760336,0
17.35726586,24.25818505,0
15.33894565,0.416147025,1
39.66406298,29.04611808,0
8.33109064,7.50375439,1
26.7218683,30.81874554,1
16.63511362,9.373362365,0
33.26500087,35.24355444,0
17.40480754,23.74098246,0
36.61111545,37.7671955,1
9.085340848,38.74028981,1
34.54251072,23.38905167,1
17.02535525,11.80081823,0
6.71045355,15.78285992,0
10.31235775,8.978485772,1
2.038749397,14.10717786,1
37.27798338,15.75445618,0
30.71704578,14.52927027,1
19.63290874,22.22189857,0
28.98003382,36.46959929,0
15.44727971,26.32033375,0
3.156662523,9.063126989,0
29.18452986,15.90096409,1
20.78673937,25.44590767,1
3.484518547,15.30143029,1
29.73537172,25.68897104,0
39.09311898,36.67547914,1
39.71803062,27.10041328,0
5.761798558,16.57057439,1
7.163365611,26.66964955,0
17.40444374,17.09008584,1
4.213544829,33.94650933,0
14.32902513,1.636985331,1
29.15244741,12.34326028,0
8.48038049,4.868360437,0
13.69349262,39.03407595,0
38.37895236,36.48256082,1
14.38267091,18.52835337,1
30.84653304,2.038427117,1
25.41352778,8.547187931,1
28.03659326,28.68730736,1
28.94919615,11.46775534,0
10.61104616,29.16630844,0
25.26479688,21.99591272,1
23.62111349,24.9738419,1
4.343341614,14.65216926,1
4.952804716,37.1515149,0
1.906584576,29.55466497,1
33.86118723,37.23051761,1
32.38053679,29.35660926,1
31.50096324,6.882882173,0
9.917247836,3.753802907,0
20.16373625,11.73872751,1
21.98405831,5.060655577,0
37.95837999,16.8157524,0
5.02638877,38.22381888,0
36.57260876,12.47654504,1
29.98188638,13.4516876,1
38.55989607,37.25200768,1
15.39830377,7.981483526,0
0.80044249,31.61965689,1
13.56375572,33.81700612,0
38.01174154,13.57731198,0
0.29751996,17.584868,1
37.01461426,7.732399269,1
25.41827553,1.808918653,0
22.29308314,36.90620075,1
32.98500864,3.92152776,1
37.68073235,35.42117677,1
30.73873656,34.24057964,0
37.67569658,29.63421667,0
30.76802918,19.70491913,1
3.532080232,25.92684027,0
3.520387971,17.56266188,1
21.71569917,10.03432305,1
2.764508142,26.77952927,1
26.03670326,0.955500431,0
33.34635952,36.50590232,1
10.83624889,9.947528825,1
26.76019675,6.249244014,1
13.20340175,21.56262695,1
11.80933864,31.80282796,0
24.61125204,37.19867455,1
0.553584457,0.663216316,1
25.28585741,11.45673398,1
2.193061619,35.63130036,0
14.6561867,28.17685999,1
33.97085118,33.28459185,0
20.61307525,25.51220644,1
24.74337005,14.77917356,0
34.01134165,38.41386602,1
32.19450028,11.86493837,0
13.04001937,25.61583598,1
5.160801939,22.28509196,0
21.60131838,1.824607809,0
0.695689184,5.484121013,1
3.741389021,13.30537356,0
7.875747983,26.19546099,1
4.007443534,21.14103626,0
24.00787587,24.86985713,1
24.07056543,36.16815508,1
21.62712782,23.88777729,1
31.35516379,16.7458672,1
37.35263894,1.328278595,0
5.432930655,39.2999088,0
11.64072308,2.1600343,0
27.9481073,33.08054834,1
22.75255037,37.80446096,1
38.330207,6.053027402,0
34.98795487,35.72648179,1
25.71226901,36.64512755,1
15.66383405,30.06141375,1
36.04391617,37.39541103,1
35.147879,1.099907193,0
10.69431589,25.60484571,1
22.85670391,24.38008588,1
20.74982321,13.33901593,0
4.515778888,6.3218835,1
22.01000588,28.09202588,0
34.05614375,0.718034204,0
29.68321291,25.27476291,0
28.25147645,22.31606914,0
1.724459781,18.64491176,1
34.26525088,30.27845211,0
37.95349935,4.795531778,0
1.023791692,34.42906222,0
22.05799094,1.604858641,0
7.992948419,16.57360396,0
22.3035294,29.23991638,0
2.30564196,29.44171978,1
23.31787051,30.43423238,0
9.732529701,8.166976844,1
15.32247618,26.42856775,0
13.26153271,13.86600548,0
28.06187371,25.43147089,0
4.202294877,35.17860594,0
36.15747708,29.80929142,0
32.34621897,30.10357121,1
11.22034137,9.930257445,1
8.316908377,3.786018523,0
4.503119707,22.9065023,0
39.89844743,7.761484263,1
33.64313275,34.74633445,1
26.47774199,20.38225095,1
27.64686669,36.02288768,0
15.33441843,37.79302055,0
23.92322114,29.82156708,0
37.23241115,11.68068856,1
26.27330778,35.14039353,1
4.995353901,22.15348305,0
31.01420609,16.57032564,1
8.418011756,10.03873175,1
38.54303429,35.60935788,1
10.8588891,38.15640341,1
14.58451507,4.879594447,1
24.74286151,10.52840166,1
24.28806378,37.78030191,1
22.90741212,32.50242294,0
28.72868701,32.98292475,1
36.08602317,11.12225974,1
39.17806445,29.07455659,0
23.645708,1.98698953,0
23.78878132,22.36619771,1
31.45651979,27.15039132,1
22.6354116,10.31223248,1
27.32371164,9.9093903,0
11.20280716,24.08947034,1
34.40166455,7.254228042,1
33.78460374,22.94084641,1
15.05112089,22.90094164,0
27.94374379,36.69608384,0
32.94902085,3.1357572,1
31.16257458,5.15803284,1
27.63753182,23.30613254,0
12.66900286,27.31939538,0
1.335429442,30.31521373,1
23.32057557,28.71922876,0
33.21265884,21.14193367,0
28.92018254,11.17032692,0
30.50534399,19.42702143,1
7.258711317,13.98435024,0
32.60069665,27.52842205,1
8.182508381,15.23242864,0
18.72681628,37.62073853,0
20.42899356,13.30589091,1
34.79412315,5.669554677,0
16.06420277,23.98767524,0
34.68241044,15.51351801,0
13.87008532,5.166932796,1
10.70268653,16.03159958,0
10.35534395,34.84655751,1
19.89658575,28.64169631,1
31.74746064,21.84703447,0
29.50424099,9.002852327,0
14.6614065,20.70615209,0
2.682317547,12.17812652,0
37.39160313,27.13347765,0
12.9614087,36.09262318,1
28.13261847,20.07291942,0
28.00580177,16.05460254,1
7.34855126,22.54319779,1
37.85623593,19.62969696,0
2.308460518,3.004755079,1
22.56605774,9.523109506,1
8.860498551,15.90825961,0
16.37343525,9.86882513,0
27.35254971,19.05293342,1
4.448968884,15.74014232,1
26.87008496,26.10131896,0
38.99229109,35.89306243,1
5.977393435,38.82169288,0
32.91248195,3.929510804,1
15.76282418,6.695616354,0
7.657970059,32.22277487,0
6.113174618,37.4749197,0
18.22608861,35.18445171,0
35.86423815,7.984427799,1
27.11392338,21.24715066,0
1.561513663,19.26764208,1
24.70305377,32.05305181,0
37.52309634,24.90049951,1
16.0116368,23.1591521,0
28.52307497,22.30963346,0
34.34036906,23.37486506,1
31.08449965,18.29382087,1
9.021072811,22.85983777,1
12.97067298,35.44314902,1
17.44909247,37.07703057,0
19.64897252,29.36434361,1
20.98984346,33.78794955,1
24.27043508,19.89026499,0
13.25462874,13.65851219,0
31.03402357,18.74857931,1
18.94527625,26.87978698,1
28.02304052,11.35311878,0
1.488281822,20.793604,0
37.02568589,18.3705067,0
7.901404589,3.276637685,0
13.36318346,35.9782539,0
14.71033604,4.726162759,1
4.02672001,13.79116968,1
2.240893031,3.547549496,1
22.59155422,25.93656448,1
10.75522771,5.97538853,0
3.940819397,22.24480939,0
28.43393449,21.75280665,0
22.47721716,0.330806543,0
2.693310499,22.53834532,0
20.19013224,11.87204174,1
22.59030344,8.190931102,1
31.11346354,23.26913431,0
31.28551533,14.93683144,1
5.275534443,25.48947561,0
27.98708768,25.53950583,0
22.30541888,2.342654892,0
15.81683498,13.33270977,0
10.17796476,18.50393749,0
20.17287849,14.7058068,0
4.77356335,20.00781029,0
5.771977194,35.36187583,0
15.93488003,2.138287956,1
22.11459666,14.56073105,0
8.954532074,11.14132659,1
38.16091179,34.49893875,1
25.60641342,32.22884818,0
33.27235947,20.11299281,0
12.41366943,11.35348941,1
5.576749451,14.2391548,1
5.467059024,10.95548325,0
27.08997868,37.74910256,0
6.242207285,3.048752415,1
28.15935973,36.09052676,0
11.67352262,34.62809456,1
13.35337702,8.122180039,0
31.11031021,28.68359615,1
14.65877936,6.904029525,0
11.95880417,12.84458505,1
29.35700825,3.56323757,1
9.656902865,21.14312182,1
35.96865305,23.78776133,1
9.357657649,8.038592549,1
8.752800551,32.4157215,0
38.74516407,21.29500923,1
13.00140216,8.943185837,1
12.41503385,14.81538525,0
14.5598382,18.72840857,1
9.970766133,3.030456561,0
20.37305067,23.01645025,1
39.16582857,16.13034044,0
38.59866344,32.02917405,0
15.76100386,14.36623003,1
3.945663763,33.57442329,0
26.53103285,36.93953891,1
15.63101058,25.95769941,0
34.67647394,33.42209529,1
19.83781174,28.65709779,1
14.87908458,17.30493475,1
37.27668091,23.97883716,1
25.21479902,6.608619568,0
38.22083463,26.61355055,1
13.6063055,36.57341208,0
37.79259334,13.70507982,0
24.02832174,29.87357955,0
32.94336713,31.5996461,1
33.13940152,3.290440206,1
3.270680987,5.588180994,1
22.92396255,39.36816993,1
12.16246924,4.726594729,0
29.29616889,38.71239393,0
15.60706669,35.12219725,0
35.43765374,37.90887875,1
35.74215897,17.2590907,0
14.38379449,18.28420256,1
35.83526816,27.68507199,0
32.88811977,15.84857668,1
17.55319584,26.11523265,0
33.53350846,20.05875472,1
39.30327333,32.37041611,0
31.59551463,38.68826146,0
24.1163225,38.6807257,1
12.48132241,35.28113459,1
19.31410103,27.34047104,1
35.90343855,28.51104966,0
35.64237142,13.57517786,0
14.57471114,0.77341451,1
28.76798967,28.51017192,1
12.0418176,26.67444941,0
27.66228826,10.99407419,0
39.90972021,37.68383899,1
6.625293553,29.05439368,1
8.568621791,27.91809976,0
4.378463048,17.06100557,1
10.98624393,26.43310826,1
25.85097466,37.69942726,1
33.09908455,26.21613293,0
28.41225075,7.896822675,0
1.264431173,13.15673486,0
2.176101994,3.12958693,1
32.04319279,19.97561039,1
0.746216605,0.800651617,1
22.08968482,1.3329439,0
24.35758576,39.01576005,1
28.96756289,2.094092106,1
21.84685778,20.68778288,1
20.33662421,26.18079589,1
13.2370958,35.75407862,1
0.861186597,8.668848779,0
5.606206924,35.59581926,0
3.615751697,33.49587779,0
23.86917742,24.66949593,1
25.34373671,28.6200838,0
20.61629489,38.92620212,1
6.60900054,11.58739979,0
39.27882523,0.8305345,0
0.852346271,7.688284657,0
17.67353864,9.06643483,0
15.35354175,27.08436879,1
16.0976954,19.8748632,1
20.66189911,6.710596381,1
1.386071965,8.319777955,0
7.325400929,33.18757022,0
20.72058634,36.73686484,1
39.57237477,25.0788568,1
4.930141226,6.703151696,0
24.0789916,23.91323932,1
28.2173684,4.583570473,1
27.6568731,1.532724705,1
26.96568497,26.22965112,0
33.70222748,20.50830141,1
20.72399149,7.055053913,1
3.08370185,7.85461977,0
15.55669834,14.77995499,1
18.70625096,37.48997017,0
5.043766866,27.61441587,1
10.14323574,9.279160683,1
18.45805361,27.41305925,1
19.58636602,10.49107336,0
31.95572293,5.768997152,1
34.68487142,22.64854417,1
39.13419333,20.59127194,1
26.44085853,12.237146,1
13.58893876,4.485825619,1
27.31834406,36.02113022,0
34.88331788,3.900047522,0
7.207508695,24.57953133,1
0.700984349,23.8574929,0
24.07861888,29.9324739,0
26.49708023,31.1242703,0
20.04807344,25.5993016,1
18.8909161,21.10613191,0
2.750650215,8.924780058,0
7.934220744,29.09957912,0
23.63161378,15.5484155,0
24.36497955,13.09825109,1
6.914388163,5.262623574,0
12.65156759,15.15370973,0
30.55076118,33.4972117,0
25.47051628,13.85440114,0
31.22243911,32.62003532,1
4.712895302,11.09214131,0
19.31417234,11.02388187,0
33.0471642,3.091268,1
37.96891961,23.49893297,1
24.71423983,32.68115274,0
36.77927469,22.08971338,1
24.05070967,14.31050521,0
33.27450986,36.43104769,0
16.29044548,6.935276502,0
19.46713053,26.27266401,0
16.05896928,2.604952024,1
5.540525467,9.501212351,0
28.08524728,20.58709668,0
2.434463586,34.98103507,0
30.90595012,11.31638809,0
26.45702554,12.16202178,1
12.53503678,27.50502043,0
33.28684451,19.50458743,1
14.00096808,9.701408593,0
7.675448048,29.61072562,0
4.832209077,17.24272537,1
6.907323266,22.95333912,1
33.99097314,32.10123286,0
38.15461494,16.41245253,0
13.99050362,21.61302418,0
25.86772591,37.52439145,1
10.27809966,3.109660431,0
37.44788448,33.62331422,1
39.42032449,25.54115896,1
37.45658108,10.05752752,1
29.97502363,21.01144145,0
14.2180866,18.22286067,1
28.43621947,13.05457118,0
20.28442631,9.813087501,1
22.92945983,4.380629958,0
22.53948778,7.759980965,1
6.957767581,12.82030043,1
24.29929932,37.36465912,1
27.5989947,34.80502403,0
10.99042181,31.54585506,0
3.490715356,37.49716042,0
7.587269959,39.47678811,1
2.346129884,12.90195493,0
11.32401525,10.75373056,1
14.32530312,14.40569978,1
22.03179876,36.89301871,1
21.94276082,2.089340517,0
6.781266083,28.84849157,0
34.59286448,32.14338414,0
21.5379661,27.38503351,0
8.311179672,3.444917653,0
31.87015943,24.88338638,0
7.780017255,29.5082361,0
10.88606769,5.669163701,0
28.23576628,8.122741252,0
14.76724391,33.5670833,0
36.46482559,10.14885191,1
2.130794752,0.966006764,1
35.31377587,1.886259967,0
4.515999829,22.30682311,0
27.2271025,29.07123534,1
18.49702582,38.79736314,0
15.97415783,33.76288047,0
21.47068769,30.12136802,0
39.09042914,5.105367785,0
29.0129327,16.57349412,1
36.71796342,2.109736383,0
7.302702389,36.37362594,1
39.6386592,4.920595551,0
13.09379849,34.14920508,1
0.231735147,24.83348189,0
6.830927601,23.47892076,1
26.49328422,8.557300354,1
30.17763651,12.71752077,0
2.57735333,3.950565872,1
18.0779942,33.20666023,1
36.46855377,4.809770838,0
13.92824484,17.17596704,1
15.50125728,16.17903769,1
32.67156547,29.95879872,1
2.04281311,26.79735087,1
20.84040861,16.59505233,0
10.06532655,31.12204829,0
21.31935772,29.22461275,0
30.96141595,8.251559002,0
6.811005964,30.3753668,0
29.88969312,1.700425948,1
5.297417582,15.43778637,1
26.75919508,33.62403778,0
6.271543143,18.89990775,1
9.85141021,28.95163152,0
13.99476869,6.052436703,1
5.338298815,26.80621396,1
38.2826457,32.93712458,0
4.597927828,4.917050331,1
0.499788042,24.20736995,0
9.930987029,33.28566125,0
29.45787823,0.097460526,1
26.57490921,23.65569995,1
33.65453861,14.03289146,0
19.83117477,29.93430389,1
17.6213393,6.815317224,0
32.00269698,28.74326164,1
1.133754116,19.93732303,1
14.63054262,36.61858013,0
27.99682017,37.56203514,0
36.2117914,36.62874011,1
24.85129424,38.24408939,1
14.46250006,12.97909381,0
3.861052551,28.97003204,1
11.98152253,25.74513074,1
15.90241924,39.02419743,0
6.109281697,3.624986411,1
8.69595203,38.45813023,1
24.98633517,21.48085279,1
4.971725746,3.114338211,1
1.074477553,7.764127522,0
6.64306561,2.616897637,1
1.948024773,16.08461374,1
12.57978373,10.22718483,1
34.93055435,5.634843308,0
11.19502846,11.43539736,1
28.94765154,39.58962584,0
18.36796303,1.461547691,1
28.05920383,14.17032149,1
20.8330488,37.55000215,1
17.75088776,21.46123439,0
39.3963072,13.08220237,1
18.93906597,21.33402372,0
37.83993192,2.362714887,0
0.779189317,4.046501908,1
10.87397516,17.14374891,0
4.524335423,24.14660745,0
2.099696369,17.59384873,1
10.23598351,3.066757653,0
35.39324528,34.94863068,1
9.330295796,0.791448047,0
39.67545755,11.81446927,1
31.39645327,16.65410679,1
26.16177269,17.46722648,0
29.78491335,24.96130667,0
5.992527422,23.98746087,0
1.414731752,10.18704177,0
22.27140151,22.20689544,1
28.28571983,13.40063915,1
35.44673587,30.38972767,0
29.74340259,8.790836476,0
11.59521292,26.0453415,1
1.52191369,4.992714962,1
39.82858775,6.401950947,0
0.670825008,12.23299802,0
32.02634628,16.21982352,1
26.12593468,28.20338854,0
29.65799076,16.67605229,1
25.28270228,15.76012113,0
3.024744713,32.02264382,1
5.662425591,24.11243842,0
13.74734933,24.79696418,0
6.899293604,21.6537091,1
18.41021133,16.68057769,1
34.32739825,29.79899083,0
21.6033355,30.09105974,0
27.29694326,2.244591488,1
38.22634686,2.207321446,0
38.79687824,6.142122788,0
13.31423352,0.045323412,0
15.37334241,36.4987188,0
30.70589782,30.60867462,1
19.9390986,18.88939552,1
29.02040595,38.48953116,0
14.80837486,3.923762654,1
24.04895834,39.05429075,1
36.20678553,39.76367993,1
29.36613402,31.18472232,1
16.5616222,32.55325494,1
24.53914387,18.71450441,0
30.48810979,11.65100454,0
34.058829,37.27149538,1
9.85325469,31.71207393,0
5.50810602,6.094170663,1
20.6844642,31.12413089,0
29.40207353,30.96530642,1
1.007867537,7.225091255,0
39.47535205,26.68231836,0
5.045995958,7.282315281,0
9.970891675,37.05309861,1
24.71094461,20.05950104,1
11.31828248,13.56966296,0
37.92308491,4.552712647,0
1.138400722,39.97064121,0
13.54668272,0.22176046,1
15.18881739,37.61181294,0
8.670358263,16.17514028,0
32.18530845,22.55433587,0
19.8521682,21.23991116,0
7.122963105,35.36242367,1
34.47345129,18.83887221,0
17.62128926,28.56860127,1
37.74703915,38.96574246,1
3.058778753,35.6160756,0
20.6868257,18.5922779,0
36.78203892,4.480183761,0
23.47771398,18.6118651,0
29.65977074,14.09728264,1
17.50988263,12.23323768,0
22.47354768,16.22999382,0
9.10829723,12.11956608,1
14.3588223,19.66110775,1
20.83846528,19.7109033,0
6.566358306,13.20151427,0
24.37806721,18.36068465,0
30.91888761,39.12164321,0
26.96446457,15.69709154,1
30.97322957,15.95607782,1
11.56115499,5.480148146,0
24.89344462,25.9863474,1
0.000228009,34.21143427,0
36.11622948,18.35617546,0
11.98964793,15.59028338,0
22.59061161,36.58452297,1
0.346779309,20.81853734,0
37.94529098,7.058324643,1
36.62910305,8.25422906,1
0.762707036,23.46666681,0
32.84767947,13.47146459,1
17.4637605,13.87331187,1
39.79450842,26.77055889,0
8.487625528,7.341691257,1
14.53164538,36.50939571,0
0.00630667,36.81593918,0
6.473456581,34.9174064,0
35.58378412,13.672037,0
26.13681575,22.55277769,1
22.83735482,5.841690243,0
24.77542894,4.306205343,0
3.57128718,17.41679591,1
29.82101454,6.807717396,0
7.348388429,25.23296736,1
36.47319959,2.078782131,0
17.95753176,38.62336909,0
12.74221565,24.96565911,1
33.44310071,39.39143295,1
4.136936953,6.629393323,1
14.90634874,31.54048502,1
11.63223036,7.829187122,1
19.69037458,19.92333088,1
17.24001863,21.89443417,0
26.07184206,11.816628,1
8.222629534,34.08323685,1
10.32437284,32.98737106,0
15.47016975,15.93596208,1
26.19988123,9.815707956,1
39.94561793,10.58905291,1
28.23071382,3.951798765,1
11.71872544,36.83523349,1
23.27358362,16.00151452,0
28.86986627,33.18036188,1
9.415338786,27.67157428,0
5.061999469,12.57610497,0
8.546487644,11.74037736,1
4.740336858,33.01022858,1
34.99586875,20.62395241,1
22.21510959,26.06424517,1
37.28516604,32.46310195,0
24.46842792,1.286429031,0
17.6639984,25.55735203,0
7.711162124,31.76977286,0
26.90772848,1.979833123,1
15.03035107,23.51406991,0
27.33151134,36.25749765,0
22.4969704,33.68565816,1
36.06922196,23.11138584,1
8.636389221,0.933080966,0
4.059065493,22.78310828,0
28.28187547,27.34246027,1
3.555887757,14.73699645,1
39.32551821,37.26748506,1
13.57460268,32.67142011,1
20.27765668,21.82743946,1
28.38878398,22.13441053,0
13.71294929,15.93486713,1
18.94112693,3.614320349,1
5.498794607,30.21904762,1
9.896944575,31.12709417,0
4.308155951,14.84451535,1
37.77936149,4.24919452,0
39.949083,0.865056786,0
18.46411844,35.33178605,0
35.8763995,21.46265096,1
25.69721856,35.92662667,1
35.85734452,0.282718587,0
25.87250822,11.15931453,1
21.37763498,0.005338957,0
2.038071262,1.586647398,1
37.41014782,21.18766031,1
24.05488248,15.9044532,0
15.49452814,11.32347909,0
6.60881832,11.21708942,0
30.38822884,3.491000504,1
0.975406546,11.23460971,0
36.99191718,10.79675131,1
7.580127487,39.59844427,1
0.264931339,25.8353795,0
8.203314046,28.53480838,0
10.76318999,26.23868542,1
14.72483358,20.46783753,0
27.18816279,5.641936912,1
25.02846827,36.43664763,1
12.84409808,5.58102096,0
9.582029156,26.59678199,1
20.46633623,36.49670928,1
28.86106499,35.62045589,0
17.4676791,14.12866922,1
11.23405011,0.696229021,0
18.91891005,34.34234866,0
31.15942659,18.47834293,1
18.58457722,35.22914746,0
39.0287711,6.428798755,0
38.42970485,38.93021145,1
32.01196426,8.443424283,0
9.759816982,36.24028373,1
32.50326549,29.63876195,1
35.01639119,29.64213918,0
26.64322968,18.85916711,0
37.67768258,13.98589921,0
1.450383613,33.36362336,0
7.945817598,18.58188102,0
15.2919387,21.16421606,0
0.525998654,7.863862089,0
29.65735211,25.41441312,0
11.77291895,14.49697076,0
26.66705358,14.54514898,1
2.113551943,37.50098477,0
19.32899928,12.63447888,0
22.4828855,5.351798731,0
11.46327548,19.0055454,0
22.15900381,24.2521471,1
19.20997498,7.756477023,0
27.44233357,16.3337327,1
22.09991009,34.12600205,1
21.31233671,17.47881536,0
16.6139813,19.71703837,1
2.038634662,38.03739018,0
8.170549466,4.884682554,0
12.39388198,16.73435474,0
23.96056978,16.59778928,0
14.88374573,11.88368903,0
30.28800384,36.49755408,0
12.77447517,25.79266692,1
17.63402913,34.57536054,0
34.82201582,3.692499717,0
4.68810219,7.066181376,0
39.15964386,7.208721849,1
13.75430063,18.65261186,1
4.603864673,17.27693513,1
20.59224694,31.76016502,0
24.97043964,12.47462199,1
3.406799627,39.38451001,0
27.74475348,10.60739442,0
31.01065318,35.63355643,0
16.95252574,32.25940526,1
38.21695201,30.38494934,0
25.73025585,10.09258453,1
4.021387731,27.12917201,1
7.915142993,7.504404085,1
10.48104997,8.437705867,1
26.34064928,32.65669953,0
16.07357693,7.5111128,0
6.247669284,37.44851031,0
27.73431729,24.47272995,0
35.63629301,27.19010173,0
38.45339614,27.06051702,0
34.37178211,8.473526016,1
33.22209671,26.18243667,0
39.38139279,28.25566859,0
28.20655863,26.65482296,0
